0,129,8209782,131072,0.169113
1,129,8213850,131072,0.165365
2,129,2704414,131072,4.030301
3,129,8205799,131072,0.173067
4,129,8212494,131072,0.166615
5,129,8209775,131072,0.169128
6,129,8206407,131072,0.172373
7,129,8213349,131072,0.165735
8,129,8203604,131072,0.175085
9,129,8210058,131072,0.169032
10,129,2281968,131072,4.037440
11,129,2182026,131072,4.287034
12,129,2243353,131072,4.149854
13,129,8214874,131072,0.164303
14,129,2396538,131072,4.059370
15,129,8219930,131072,0.159620
16,129,8210892,131072,0.168016
17,129,8214382,131072,0.164876
18,129,2334350,131072,4.246270
19,129,8216308,131072,0.163018
20,129,8215441,131072,0.163843
21,129,8217915,131072,0.161545
22,129,8213214,131072,0.166099
23,129,8205851,131072,0.172854
24,129,8213693,131072,0.165510
25,129,8205142,131072,0.173709
26,129,8208326,131072,0.170598
27,129,8207795,131072,0.171175
28,129,8213338,131072,0.165991
29,129,2311565,131072,4.056902
30,129,8204861,131072,0.173852
31,129,8204287,131072,0.174417
32,129,8212451,131072,0.166688
33,129,8216139,131072,0.163153
34,129,8203419,131072,0.175174
35,129,3616186,131072,3.708352
36,129,2007632,131072,4.202812
37,129,8208169,131072,0.170823
38,129,8206703,131072,0.172199
39,129,3688861,131072,3.440948
